0 997 3 0
1 995.561988887 4.29367316756 0.144337945368
2 993.508194261 6.14095968569 0.35084605301
3 990.57958986 8.77435465263 0.646055487776
4 986.413023724 12.5194145245 1.0675617514
5 980.504299809 17.8273256217 1.66837456897
6 972.163216238 25.31407672 2.52270704155
7 960.464146093 35.802440755 3.73341315173
8 944.20267097 50.356333187 5.44099584323
9 921.880638294 70.285856549 7.8335051574
10 891.759362687 97.0851885246 11.1554487889
11 852.037657056 132.250336291 15.7120066528
12 801.210698943 176.926625071 21.8626759865
13 738.616042744 231.386714046 29.9972432092
14 665.046737189 294.46392918 40.4893336317
15 583.149023662 363.220164263 53.6308120759
16 497.262972638 433.17380051 69.5632268517
17 412.581008271 499.18709816 88.2318935695
18 333.923212194 556.692783354 109.384004452
19 264.706516559 602.680628144 132.612855297
20 206.532254084 636.038413099 157.429332817
21 159.399299527 657.266922572 183.333777901
22 122.249097109 667.881894635 209.869008256
23 93.5284102927 669.822902 236.648687707
24 71.6003712461 665.034419427 263.365209327
25 54.9764171032 655.238779927 289.78480297
26 42.4100800943 641.853343662 315.736576244
27 32.9091209702 625.990723403 341.100155627
28 25.7081782816 608.497631934 365.794189784
29 20.2282801033 590.0050075 389.766712397
30 16.0365916149 570.97591504 412.987493345
31 12.8112876528 551.746554507 435.442157841
32 10.3136668162 532.558535271 457.127797913
33 8.36662284867 513.583674043 478.049703109
34 6.83842179131 494.942620997 498.218957212
35 5.63071793093 476.718600568 517.650681501
36 4.6698214627 458.967419328 536.362759209
37 3.90011639601 441.725011066 554.374872538
38 3.2794677007 425.012694736 571.707837564
39 2.77578261176 408.841113789 588.383103599
40 2.36444738513 393.213172689 604.422379926
41 2.02652900477 378.126090394 619.847380601
42 1.74719510662 363.573203638 634.679601255
43 1.51499549287 349.544774757 648.94022975
44 1.32091643575 336.029065043 662.650018521
45 1.15782395074 323.012958835 675.829217215
46 1.02006236485 310.482407843 688.497529792
47 0.903123476111 298.422788034 700.67408849
48 0.803383982804 286.819182827 712.37743319
49 0.71792972041 275.656565152 723.625505128
50 0.644403477911 264.919951138 734.435645384
51 0.580821169236 254.594590279 744.824588552
52 0.525645230775 244.66585657 754.808498199
53 0.477556345342 235.11949253 764.402951125
54 0.43550199337 225.941532794 773.622965213
55 0.398578224026 217.118418965 782.483002811
56 0.366053699975 208.636953236 790.996993064
57 0.337298669369 200.484358403 799.178342927
58 0.31179479735 192.648241938 807.039963265
59 0.289113857312 185.116625336 814.594260807
60 0.268873010339 177.877933016 821.853193974
61 0.250766080807 170.920976899 828.828257021
62 0.234528143149 164.234962006 835.530509851
63 0.219915246989 157.809513081 841.970571672
64 0.206716516128 151.634637691 848.158645792
65 0.194765036486 145.70062253 854.104612434
66 0.18392341071 139.998170995 859.817905594
67 0.174086327125 134.518371065 865.307542608
68 0.165135371357 129.252575296 870.582289332
69 0.156961212468 124.192454477 875.65058431
70 0.149489503001 119.330060267 880.52045023
71 0.142657009868 114.657751575 885.199591416
72 0.136386982356 110.168089773 889.695523245
73 0.130621248925 105.853975239 894.015403512
74 0.125309781626 101.708578722 898.166111497
75 0.120407693751 97.7253071327 902.154285174
76 0.115879264069 93.897865541 905.986255195
77 0.111689719741 90.2201732912 909.668136989
78 0.107806294066 86.6863735464 913.20582016
79 0.104202958927 83.2908748149 916.604922226
80 0.100854225611 80.0282628768 919.870882898
81 0.0977377138888 76.893344657 923.008917629
82 0.0948347748592 73.8811574902 926.024007735
83 0.0921262219767 70.9868731935 928.921000585
84 0.0895966905929 68.205900625 931.704502684
85 0.0872321939535 65.5338240825 934.378943724
86 0.0850192329084 62.9663707296 936.948610037
87 0.0829460540599 60.4994535295 939.417600416
88 0.0810016970956 58.1291431555 941.789855147
89 0.0791768580052 55.851669042 944.0691541
90 0.077462946448 53.6634017622 946.259135291
91 0.0758511421216 51.5608353966 948.363313461
92 0.0743331376701 49.540596174 950.385070688
93 0.0729032489692 47.5994842677 952.327612483
94 0.0715553864999 45.7344050968 954.194039517
95 0.0702837133002 43.9423798763 955.98733641
96 0.0690831064262 42.2205506515 957.710366242
97 0.0679489372509 40.5661722978 959.365878765
98 0.0668767650272 38.9766029057 960.956520329
99 0.0658624666391 37.4493029325 962.484834601
100 0.0649024354244 35.9818375239 963.953260041
