distance id optim_v-1 optim_v-2 
32219.87 159 0.03988402 0.000251 
32659.04 160 0.03988402 0.00025 
24.21571 161 0.04016152 0.0004227339 
24.21574 162 0.04016252 0.0004227339 
24.21574 163 0.04016052 0.0004227339 
24.87991 164 0.04016152 0.0004237339 
24.87991 165 0.04016152 0.0004217339 
24.21571 166 0.04016152 0.0004227339 
24.21574 167 0.04016252 0.0004227339 
24.21574 168 0.04016052 0.0004227339 
24.87991 169 0.04016152 0.0004237339 
24.87991 170 0.04016152 0.0004217339 
24.21571 171 0.04016152 0.0004227339 
24.21574 172 0.04016252 0.0004227339 
24.21574 173 0.04016052 0.0004227339 
24.87991 174 0.04016152 0.0004237339 
24.87991 175 0.04016152 0.0004217339 
24.21571 176 0.04016152 0.0004227339 
24.21574 177 0.04016252 0.0004227339 
24.21574 178 0.04016052 0.0004227339 
24.87991 179 0.04016152 0.0004237339 
24.87991 180 0.04016152 0.0004217339 
24.21571 181 0.04016152 0.0004227339 
24.21574 182 0.04016252 0.0004227339 
24.21574 183 0.04016052 0.0004227339 
24.87991 184 0.04016152 0.0004237339 
24.87991 185 0.04016152 0.0004217339 
24.21571 186 0.04016152 0.0004227339 
24.21574 187 0.04016252 0.0004227339 
24.21574 188 0.04016052 0.0004227339 
24.87991 189 0.04016152 0.0004237339 
24.87991 190 0.04016152 0.0004217339 
24.21571 191 0.04016152 0.0004227339 
24.21574 192 0.04016252 0.0004227339 
24.21574 193 0.04016052 0.0004227339 
24.87991 194 0.04016152 0.0004237339 
24.87991 195 0.04016152 0.0004217339 
24.21571 196 0.04016152 0.0004227339 
24.21574 197 0.04016252 0.0004227339 
24.21574 198 0.04016052 0.0004227339 
24.87991 199 0.04016152 0.0004237339 
24.87991 200 0.04016152 0.0004217339 
24.21571 201 0.04016152 0.0004227339 
24.21574 202 0.04016252 0.0004227339 
24.21574 203 0.04016052 0.0004227339 
24.87991 204 0.04016152 0.0004237339 
24.87991 205 0.04016152 0.0004217339 
24.21571 206 0.04016152 0.0004227339 
24.21574 207 0.04016252 0.0004227339 
24.21574 208 0.04016052 0.0004227339 
24.87991 209 0.04016152 0.0004237339 
24.87991 210 0.04016152 0.0004217339 
24.21571 211 0.04016152 0.0004227339 
24.21574 212 0.04016252 0.0004227339 
24.21574 213 0.04016052 0.0004227339 
24.87991 214 0.04016152 0.0004237339 
24.87991 215 0.04016152 0.0004217339 
24.21571 216 0.04016152 0.0004227339 
24.21574 217 0.04016252 0.0004227339 
24.21574 218 0.04016052 0.0004227339 
24.87991 219 0.04016152 0.0004237339 
24.87991 220 0.04016152 0.0004217339 
24.21571 221 0.04016152 0.0004227339 
24.21574 222 0.04016252 0.0004227339 
24.21574 223 0.04016052 0.0004227339 
24.87991 224 0.04016152 0.0004237339 
24.87991 225 0.04016152 0.0004217339 
24.21571 226 0.04016152 0.0004227339 
24.21574 227 0.04016252 0.0004227339 
24.21574 228 0.04016052 0.0004227339 
24.87991 229 0.04016152 0.0004237339 
24.87991 230 0.04016152 0.0004217339 
24.21571 231 0.04016152 0.0004227339 
24.21574 232 0.04016252 0.0004227339 
24.21574 233 0.04016052 0.0004227339 
24.87991 234 0.04016152 0.0004237339 
24.87991 235 0.04016152 0.0004217339 
24.21571 236 0.04016152 0.0004227339 
24.21574 237 0.04016252 0.0004227339 
24.21574 238 0.04016052 0.0004227339 
24.87991 239 0.04016152 0.0004237339 
24.87991 240 0.04016152 0.0004217339 
24.21571 241 0.04016152 0.0004227339 
24.21574 242 0.04016252 0.0004227339 
24.21574 243 0.04016052 0.0004227339 
24.87991 244 0.04016152 0.0004237339 
24.87991 245 0.04016152 0.0004217339 
24.21571 246 0.04016152 0.0004227339 
24.21574 247 0.04016252 0.0004227339 
24.21574 248 0.04016052 0.0004227339 
24.87991 249 0.04016152 0.0004237339 
24.87991 250 0.04016152 0.0004217339 
24.21571 251 0.04016152 0.0004227339 
24.21574 252 0.04016252 0.0004227339 
24.21574 253 0.04016052 0.0004227339 
24.87991 254 0.04016152 0.0004237339 
24.87991 255 0.04016152 0.0004217339 
1032.742 256 0.04391454 0.0004501449 
